id,clientId,date,startTime,endTime,appointmentType,details
1481,2992,2024-06-12,13:30,14:15,"Adult Cut + Beard Grooming",""
1482,3178,2022-06-07,10:30,11:15,"Adult Cut + Beard Grooming",""
1483,3178,2019-07-02,19:30,20:30,"Haircut + Beard (Adults)",""
1484,3179,2021-03-12,17:00,17:45,"Adult Cut + Beard Grooming",""
1485,3180,2020-01-14,08:15,09:15,"Haircut + Beard (Adults)",""
1486,3181,2023-09-09,12:30,13:00,"High-School Cut",""
1487,3182,2020-07-10,13:00,13:30,"Adult Cut",""
1488,3183,2020-09-17,11:45,12:15,"Adult Cut",""
1489,3184,2021-04-08,13:30,14:15,"Adult Cut + Beard Grooming",""
1490,2907,2017-03-31,22:20,23:00,"UziCut with Beard Grooming",""
1491,3185,2024-06-15,11:00,11:45,"Adult Cut + Beard Grooming",""
1492,1698,2017-07-15,15:50,16:20,"Kids Cut - (12 & Under)",""
1493,2073,2017-05-20,13:10,14:10,"Haircut + Beard (Adults)",""
1494,2073,2017-05-27,13:10,14:10,"Haircut + Beard (Adults)",""
1495,3188,2021-04-08,14:30,15:00,"Adult Haircut (18 & Up)",""
1496,3189,2024-05-22,14:00,14:45,"Adult Cut + Beard Grooming",""
1497,3189,2023-06-14,14:30,15:15,"Adult Cut + Beard Grooming",""
1498,3191,2020-09-18,15:15,16:00,"Adult Cut + Beard Grooming, Shampoo &amp; Hair Wash",""
1499,3192,2021-01-13,12:00,12:30,"Adult Haircut (18 & Up)",""
1500,3193,2023-11-24,10:30,11:15,"Adult Cut + Beard Grooming",""
1501,2361,2019-04-18,20:00,21:00,"Haircut + Beard (Adults)",""
1502,3195,2019-08-21,19:30,20:30,"Haircut + Beard (Adults)",""
1503,3196,2021-09-04,12:30,13:00,"Adult Cut",""
1504,3197,2021-07-16,12:45,13:15,"Adult Haircut (18 & Up)",""
1505,3198,2024-05-21,11:30,12:00,"Adult Cut",""
1506,3198,2024-02-08,11:30,12:00,"Adult Cut",""
1507,3200,2021-03-31,11:00,11:30,"Adult Cut",""
1508,3201,2020-12-19,11:00,11:30,"Adult Cut",""
1509,3202,2020-07-09,13:00,13:30,"Adult Cut",""
1510,3203,2019-03-19,20:00,21:00,"Haircut + Beard (Adults)",""
1511,3204,2023-09-12,14:30,15:00,"Lineup + Taper + Beard Grooming",""
1512,3204,2021-08-03,11:15,11:45,"Lineup + Taper",""
1513,3206,2020-08-18,11:30,12:00,"Adult Cut",""
1514,3207,2021-10-30,17:30,18:30,"Adult - (Full Service)",""
1515,2291,2024-06-22,09:00,09:30,"Lineup + Taper + Beard Grooming",""
1516,3209,2017-05-06,22:20,23:20,"Haircut + Beard (Adults)",""
1517,3210,2017-04-11,20:30,20:50,"UziCleanUp with Beard Grooming",""
1518,3211,2017-10-14,11:40,12:55,"Haircut + Beard (Adults) + Beard Grooming",""
1519,3214,2022-06-09,11:30,12:00,"Adult Cut + Hot Towel + Black Mask Treatment for Clogged Pores",""
1520,3003,2022-02-12,12:30,13:00,"Adult Cut",""
1521,3216,2021-10-26,10:30,11:00,"Beard Grooming Only",""
1522,3209,2017-10-07,14:10,15:10,"Haircut + Beard (Adults)",""
1523,3209,2017-07-15,14:50,15:50,"Haircut + Beard (Adults)",""
1524,3219,2019-03-27,19:30,20:30,"Haircut + Beard (Adults)",""
1525,3220,2017-06-17,13:00,14:00,"Haircut + Beard (Adults)",""
1526,3210,2017-07-30,10:40,11:10,"UziExpress Clean Up",""
1527,3222,2024-05-24,09:00,09:30,"Adult Cut",""
1528,3163,2022-10-04,12:15,13:00,"Adult Cut + Beard Grooming",""
1529,3234,2021-06-22,11:15,11:45,"Adult Haircut (18 & Up)",""
1530,3235,2022-07-22,10:30,11:00,"Adult Cut",""
1531,2089,2021-05-06,15:15,16:00,"Student Haircut (17 & Under)",""
1532,3163,2024-04-23,15:00,16:00,"Adult - (Full Service)",""
1533,3238,2024-06-21,09:30,10:15,"Adult Cut + Beard Grooming",""
1534,3239,2017-04-30,18:00,19:00,"Haircut + Beard (Adults)",""
1535,3240,2023-04-22,15:15,16:00,"Adult Cut + Beard Grooming",""
1536,3240,2020-12-29,15:00,15:45,"Adult Cut + Beard Grooming",""
1537,3242,2023-04-08,13:15,13:45,"Adult Cut",""
1538,3242,2024-05-24,16:00,17:00,"Adult - (Full Service)",""
1539,2160,2024-07-04,09:00,09:30,"Adult Cut",""
1540,2337,2019-03-06,19:30,20:30,"Haircut + Beard (Adults)",""
1541,3246,2018-11-13,19:30,20:30,"Haircut + Beard (Adults)",""
1542,2200,2023-08-18,16:15,16:45,"Adult Cut",""
1543,2089,2020-12-02,16:30,17:00,"High-School Cut",""
1544,3249,2022-03-01,16:00,16:30,"Adult Cut",""
1545,3250,2017-04-08,12:30,13:30,"Haircut + Beard (Adults)",""
1546,3250,2021-01-26,16:30,17:15,"Adult Haircut (18 & Up) + Beard Grooming",""
1547,3252,2024-04-26,15:00,15:30,"Adult Cut",""
1548,3253,2017-06-13,18:30,19:30,"Haircut + Beard (Adults)",""
1549,3253,2017-07-29,13:30,14:30,"Haircut + Beard (Adults)",""
1550,3253,2017-11-04,11:00,12:00,"Haircut + Beard (Adults)",""
1551,3256,2020-06-24,10:30,11:00,"Kids Cut - (12 & Under)",""
1552,3257,2020-07-10,11:30,12:00,"High-School Cut",""
1553,2073,2023-09-20,10:30,11:15,"Adult Cut + Beard Grooming",""
1554,2073,2017-03-19,18:40,19:00,"UziCleanUp with Beard Grooming",""
1555,3260,2024-06-25,10:30,11:15,"Adult Cut + Beard Grooming",""
1556,2829,2021-03-11,17:15,17:45,"Kids Cut - (12 & Under)",""
1557,3262,2022-11-24,16:00,16:45,"Adult Cut + Beard Grooming",""
1558,3263,2017-05-07,20:00,20:40,"UziCut with Beard Grooming",""
1559,3263,2018-12-16,14:15,15:15,"Haircut + Beard (Adults)",""
1560,3265,2020-01-09,19:00,20:00,"Haircut + Beard (Adults)",""
1561,3266,2021-03-26,13:00,13:30,"High-School Cut",""
1562,3267,2021-07-01,16:45,17:15,"Adult Haircut (18 & Up)",""
1563,3235,2022-09-09,16:00,16:30,"Lineup + Taper",""
1564,3235,2021-04-24,11:00,11:30,"Adult Cut",""
1565,1698,2017-06-18,11:10,12:25,"Haircut + Beard (Adults) + Beard Grooming",""
1566,3271,2021-08-28,16:00,17:00,"Adult - (Full Service)",""
1567,3272,2024-02-23,15:00,15:30,"High-School Cut",""
1568,3273,2020-10-28,17:00,17:30,"High-School Cut",""
1569,3274,2022-04-22,15:00,15:30,"Lineup + Taper + Beard Grooming",""
1570,3281,2022-01-05,17:00,18:00,"Adult - (Full Service)",""
1571,3275,2019-11-27,19:30,20:30,"Haircut + Beard (Adults)",""
1572,3276,2021-06-17,16:00,16:45,"Student Haircut (17 & Under)",""
1573,3277,2020-12-24,16:15,17:00,"Student Haircut (17 & Under)",""
1574,3276,2021-06-17,14:30,15:00,"Adult Haircut (18 & Up)",""
1575,3276,2021-05-11,12:00,12:30,"Adult Haircut (18 & Up)",""
1576,3276,2021-06-17,15:15,16:00,"Student Haircut (17 & Under)",""
1577,3292,2017-11-16,17:30,18:30,"Haircut + Beard (Adults)",""
1578,1698,2018-11-21,20:15,21:15,"Haircut + Beard (Adults)",""
1579,3178,2019-08-21,19:30,20:30,"Haircut + Beard (Adults)",""
1580,3284,2020-11-10,15:30,16:00,"High-School Cut",""
1581,3284,2021-03-16,15:30,16:00,"High-School Cut",""
1582,3286,2023-10-28,11:00,11:30,"High-School Cut",""
1583,3287,2017-11-17,11:00,11:45,"UziExpress Clean Up + Beard Grooming",""
1584,2915,2017-04-09,11:00,12:00,"Haircut + Beard (Adults)",""
1585,3290,2023-05-06,18:30,19:30,"Adult - (Full Service)",""
1586,3290,2021-02-24,19:30,20:15,"High-School - (Full Service)",""
1587,1765,2017-03-12,13:00,13:40,"UziCut with Beard Grooming",""
1588,3294,2024-06-26,12:00,12:30,"Adult Cut",""
1589,3295,2017-11-06,14:50,15:50,"Haircut + Beard (Adults)",""
1590,3296,2024-06-27,13:15,13:45,"Adult Cut",""
1591,3296,2023-06-22,14:00,14:30,"Adult Cut",""
1592,3293,2022-01-28,12:00,12:30,"Kids Cut - (12 & Under)",""
1593,3299,2021-11-09,11:00,11:30,"Adult Cut + Hot Towel + Black Mask Treatment for Clogged Pores, Shampoo &amp; Hair Wash",""
1594,3300,2021-08-20,11:00,11:45,"Adult Cut + Beard Grooming",""
1595,3301,2024-05-15,13:00,13:30,"Adult Cut",""
1596,3302,2024-02-29,10:30,11:15,"Adult Cut + Beard Grooming",""
1597,3303,2021-01-16,13:00,13:30,"Adult Haircut (18 & Up)",""
1598,3304,2024-07-10,14:00,14:30,"Beard Grooming Only",""
1599,3305,2021-06-25,10:30,11:15,"Adult Haircut + Beard (18 & Up)",""
1600,3293,2023-05-16,12:00,12:30,"Kids Cut - (12 & Under)",""
1601,3306,2021-12-22,16:00,16:30,"Adult Cut",""
1602,1702,2024-01-20,12:15,13:00,"Adult Cut + Beard Grooming",""
1603,3308,2019-08-09,09:00,10:00,"Haircut + Beard (Adults)",""
1604,3309,2022-01-05,12:00,12:45,"Adult Cut + Beard Grooming",""
1605,3310,2017-11-06,14:20,15:20,"Haircut + Beard (Adults)",""
1606,3311,2020-10-01,10:30,11:15,"Adult Cut + Beard Grooming",""
1607,3314,2022-01-27,13:45,14:15,"Adult Cut",""
1608,3315,2017-07-02,17:40,18:40,"Haircut + Beard (Adults)",""
1609,3316,2022-02-19,16:45,17:45,"Adult - (Full Service)",""
1610,3317,2023-12-09,15:00,16:00,"Adult - (Full Service)",""
1611,2078,2018-10-09,20:15,21:15,"Haircut + Beard (Adults)",""
1612,3319,2020-10-16,11:45,12:15,"Adult Cut",""
1613,3320,2023-02-17,15:00,15:30,"Adult Cut",""
1614,3321,2024-07-03,13:00,13:45,"Adult Cut + Beard Grooming",""
1615,3322,2021-02-26,14:30,15:15,"Adult Cut + Beard Grooming",""
1616,3323,2023-01-05,15:15,15:45,"Adult Cut",""
1617,3324,2022-12-16,16:00,16:30,"High-School Cut",""
1618,3326,2020-07-24,11:30,12:00,"Adult Cut",""
1619,3327,2022-02-17,16:30,17:00,"Adult Cut",""
1620,3328,2022-03-08,11:15,11:45,"Beard Grooming Only",""
1621,3329,2024-06-18,16:00,17:00,"Adult - (Full Service)",""
1622,2908,2017-10-08,13:00,14:00,"Haircut + Beard (Adults)",""
1623,3324,2020-11-07,12:45,13:15,"High-School Cut",""
1624,3332,2019-11-29,08:15,09:15,"Haircut + Beard (Adults)",""
1625,3333,2020-12-29,15:45,16:15,"Adult Cut + Wax - Hair Removal ($5+)",""
1626,3334,2022-03-23,12:30,13:00,"Adult Cut",""
1627,3335,2020-07-30,14:30,15:00,"Adult Cut",""
1628,3336,2021-05-18,15:15,15:45,"Adult Cut",""
1629,2482,2024-01-05,10:00,10:30,"High-School Cut",""
1630,3338,2022-01-18,13:15,13:45,"Adult Cut",""
1631,1936,2024-06-21,11:30,12:00,"Adult Cut",""
1632,3340,2022-07-07,11:45,12:15,"Adult Cut",""
1633,1785,2021-06-11,15:15,16:00,"Student Haircut (17 & Under)",""
1634,2359,2020-12-05,11:45,12:15,"High-School Cut",""
1635,3343,2021-03-23,12:45,13:30,"Adult Cut + Beard Grooming",""
1636,3344,2021-04-06,12:30,13:00,"Adult Cut",""
1637,3346,2021-10-29,13:15,13:45,"Adult Cut",""
1638,3347,2020-10-16,16:00,16:30,"Adult Cut",""
1639,3349,2023-04-01,16:00,16:30,"Adult Cut",""
1640,3350,2024-02-24,15:00,16:00,"Adult - (Full Service)",""
1641,3351,2022-12-10,11:15,11:45,"High-School Cut",""
1642,3362,2021-12-24,18:30,19:30,"OFF DAY/EMERGENCY - (Full Service)",""
1643,3351,2022-02-02,11:45,12:15,"Adult Cut",""
1644,3353,2023-06-16,10:30,11:15,"Adult Cut + Beard Grooming",""
1645,3354,2024-09-06,10:00,10:45,"Adult Cut + Beard Grooming",""
1646,3355,2023-12-01,15:30,16:00,"High-School Cut",""
1647,3354,2024-03-29,11:00,11:45,"Adult Cut + Beard Grooming",""
1648,3357,2020-01-12,13:45,14:45,"Haircut + Beard (Adults)",""
1649,3338,2023-03-30,17:00,17:30,"Adult Cut",""
1650,3359,2021-02-17,11:15,11:45,"Adult Cut",""
1651,3360,2020-07-14,11:00,11:30,"High-School Cut",""
1652,3361,2024-06-11,11:30,12:00,"Adult Cut",""
1653,1692,2021-01-16,11:15,12:00,"Adult Haircut (18 & Up) + Beard Grooming",""
1654,1692,2021-03-30,20:00,21:00,"OFF DAY/EMERGENCY - (Full Service)",""
1655,1692,2020-07-16,10:30,11:15,"Adult Cut + Beard Grooming",""
1669,3367,2024-06-25,17:00,17:45,"Haircut + Beard",""
1673,3367,2024-06-26,17:15,18:00,"Haircut + Beard",""
1674,3367,2024-06-26,09:00,09:30,"Adult Cut",""
1676,1950,2024-06-26,09:45,10:30,"Haircut + Beard",""
1679,1950,2024-06-27,17:45,18:15,"Beard Grooming Only",""
